3920.66,3970,3850.61,3888.03,10014.62367,39220959.7,3916.368801,123.19,-29.97,1
3667.01,3968.59,3658.39,3918,14979.78226,57632408.09,3847.346182,126.9314286,253.78,0
3781.13,3783.25,3615,3664.22,6508.72499,24009707.82,3688.849638,-126.6728571,-114.95,1
3611.91,3810.25,3552,3779.17,10123.23214,37609099.77,3715.127665,2.597142857,166.99,0
3607.83,3761.84,3514,3612.18,15007.73845,54271184.82,3616.213395,-176.94,-4.87,1
3864,3914,3573,3617.05,17904.29717,67012342.18,3742.807748,-116.4614286,-257.41,0
3888.8,4050,3820.56,3874.46,11660.27181,45847238.86,3931.918535,142.2514286,-14.34,0
4102,4119.7,3848.35,3888.8,15278.93044,60404491.57,3953.450263,116.0542857,-212.8,0
3662.95,4122.7,3659.42,4101.6,17207.59892,67988469.46,3951.072416,313.7528571,438.61,0
3669.07,3772.52,3463,3662.99,11770.21765,42657776.56,3624.213063,-205.3185714,-15.94,1
3699.89,3872.9,3500,3678.93,23158.22891,84905914.76,3666.338868,-279.3485714,-21.08,0
3227.79,3820,2972.01,3700.01,60278.94654,203168386,3370.470083,-345.6957143,472.22,0
3861.89,3921.74,3210,3227.79,41319.39713,146101729.7,3535.911458,-1016.088571,-637.55,1
4170.6,4179.14,3720.01,3865.34,29636.38096,115516897.1,3897.807133,-484.3185714,-307.22,0
4198.89,4377.65,4080,4172.56,13294.4377,56268039.79,4232.449771,-209.0928571,-34.75,0
4226.21,4353.49,4092.4,4207.31,11191.59504,47148979.98,4212.891889,-184.2985714,-18.91,0
4322.44,4322.44,4010,4226.22,14724.20414,61040452.05,4145.585829,-219.68,-82.5,0
4327.41,4379.78,4164,4308.72,9974.388235,42689334.62,4279.895029,-178.7771429,-3.28,0
4615,4679.97,4125.99,4312,23693.30162,103569423.2,4371.253312,-262.5971429,-303,0
4605.81,4674.34,4475,4615,9254.851427,42435328.99,4585.198295,23.36571429,9.2,0
4397.38,4649.23,4356.42,4605.8,16634.10421,75306805.37,4527.253433,18.82285714,209.28,1
4282.53,4474.88,4001.93,4396.52,20884.21969,88444473.15,4234.990555,-216.5,119.52,1
4603.68,4613.97,4058.5,4277,25069.12523,107792606.9,4299.815249,-350.7328571,-329.26,1
4599.9,4700,4385,4606.26,11224.91456,51112035,4553.445351,16.89571429,6.36,0
4921.71,4979.9,4488.5,4599.9,16977.79362,79492706.8,4682.15768,48.61,-321.8,1
4734.26,4935,4671.09,4921.7,15367.5297,73889667.5,4808.168194,451.2271429,187.44,0
4573.15,4765.21,4566.66,4734.26,8911.412459,41726210.49,4682.334106,325.7757143,161.06,1
4578.82,4642.22,4479,4573.2,8720.03504,39800539.16,4564.263673,231.1557143,-5.62,1
4385,4649.78,4336.26,4578.82,11879.64283,53491168.4,4502.758977,307.3214286,198.83,0
4329.91,4399.72,4169.01,4379.99,8641.002446,37077203.39,4290.845145,164.5585714,42.31,1
4333.38,4393.3,4290.32,4337.68,3979.124453,17263967.23,4338.63465,162.1057143,4.3,1
4348.17,4369.78,4232.43,4333.38,6559.668604,28227915.28,4303.253256,191.21,-22.6,1
4308.8,4449.98,4270,4355.98,9699.610034,42274063.39,4358.326082,250.3785714,55.64,0
4121.78,4350,4082.57,4300.34,10782.69437,45174068.67,4189.497275,198.1442857,192.22,1
4078,4248.97,4051.94,4108.12,14979.40348,62117291.56,4146.846811,-32.75,23.12,1
3987.51,4139.31,3600,4085,23522.75817,91600325.72,3894.115013,-65.96571429,97.48,1
4058.64,4080,3949.78,3987.52,9782.056594,39203908.96,4007.736878,-208.9757143,-71.16,1
4091.99,4125.95,4000,4058.68,6237.972896,25289638.6,4054.143713,-137.1285714,-40.87,0
4100,4188,3900,4099.55,15036.18405,60604905.58,4030.604133,-61.33714286,-0.45,0
4260.47,4368,3964.96,4100,17516.99336,73224029.24,4180.171091,4.104285714,-176.5,0
4361.99,4480,4167.21,4276.5,14573.18593,63228604.19,4338.694675,303.9571429,-102.34,0
4154.99,4379.78,3926.06,4378.84,12923.63728,54194325.8,4193.426713,554.2757143,223.17,0
4320.95,4400,3800,4155.67,25515.71801,104651369.1,4101.447155,437.2857143,-150.56,1
4053.87,4329.43,3964.96,4306.23,14212.30421,59836002.81,4210.154943,719.0857143,252.36,0
3855.04,4190,3841.71,4053.87,15889.82979,63672103.45,4007.097892,585.4571429,198.77,1
3651.74,3934,3586.95,3855.1,12351.07466,46799798.4,3789.127641,471.1842857,210.04,1
3410,3705,3390.67,3645.06,11927.37333,41888022.26,3511.923462,374.01,232.03,1
3342.99,3448,3311.17,3413.03,9031.12128,30658440.51,3394.7546,230.5028571,70.04,1
3408.46,3423.1,3178.72,3342.99,14286.84414,47356464.4,3314.69035,251.8171429,-69.42,1
3387.54,3490,3300,3412.41,15835.37021,54054824.25,3413.549765,418.5814286,24.86,0
3216.78,3430,3186,3387.55,12046.11727,40225852,3339.320971,469.6842857,164.8,1
3263.51,3296.51,3146.1,3222.75,5998.735789,19412655.97,3236.124519,373.51,-40.87,1
2851.01,3339.66,2848.32,3263.62,16996.2731,53861926.03,3169.043337,497.6742857,408.62,0
2793.34,2877.52,2765.91,2855,7635.821672,21650087.64,2835.331752,100.1957143,61.63,1
2703.51,2807.44,2698.83,2793.37,7963.697999,21938304,2754.788542,56.71428571,89.86,1
2732,2760,2650,2703.51,9486.625526,25701106.1,2709.193699,-7.642857143,-27.49,1
2855.81,2929.17,2615,2731,12525.07669,34322796.56,2740.326259,43.58714286,-124.81,0
2745.76,2889.99,2680.01,2855.81,11114.33554,30777296.21,2769.153054,182.0871429,113.44,0
2681.6,2774.45,2569.69,2742.37,9678.161261,25848893.08,2670.847528,67.69714286,61.81,1
2777.01,2785.65,2631.78,2680.56,10782.21754,29159800.95,2704.434487,-15.84857143,-96.45,1
2666.33,2825,2655.82,2777.01,14069.50149,38675840.62,2748.91336,95.88857143,110.68,0
2524.99,2695,2509.63,2666.33,11826.4752,30470923.86,2576.500889,-44.60571429,141.34,1
2564.74,2608.96,2400,2524.99,17713.67447,44091449.21,2489.119312,-148.8342857,-39.83,1
2759.95,2775.79,2450,2564.82,21326.54784,55120720.9,2584.605878,-71.70285714,-195.16,0
2756.8,2800,2701,2759.98,10001.91507,27562701.02,2755.742359,199.74,10.96,0
2824.82,2855,2640,2749.02,11001.9646,30310788.74,2755.0342,307.55,-83.69,1
2667.01,2882,2644.59,2832.71,12819.63135,35805144.41,2792.993296,514.4114286,162.71,0
2880,2887.45,2611.39,2670,20724.1605,56456355.34,2724.180568,416.9342857,-205.03,1
2265.51,2938,2265.51,2875.03,30989.89113,80388738.23,2594.030999,698.3985714,609.82,0
2308.82,2402.5,2223,2265.21,17009.8835,39248446.86,2307.390693,71.03714286,-38.5,1
2226,2392,2164,2303.71,25204.4896,57683997.07,2288.639761,109.2128571,77.71,0
1917.72,2229.97,1910.57,2226,26448.5014,55057438.35,2081.684611,17.58142857,308.37,1
1970.51,2044.44,1830,1917.63,25562.70564,49010482.23,1917.265055,-374.31,-52.88,1
2209.44,2219.99,1967.65,1970.51,19886.67952,40927009.37,2058.011209,-404.2242857,-242.86,0
2340,2357.84,2140,2213.37,12659.01704,28326253.11,2237.634488,-202.52,-126.62,0
2383.97,2425.16,2312.93,2339.99,8429.850403,19957908.68,2367.528215,-113.1,-48.01,0
2301.55,2408.84,2239.54,2388,12883.55494,30256255.57,2348.439985,-95.79,82.02,0
2326.12,2399,2242.62,2305.98,17580.96164,41145883.94,2340.365948,-219.2585714,-17.47,1
2504,2527.88,2261.85,2323.45,17296.34045,41650843.77,2408.072614,-234.22,-178.83,0
2550.13,2564.65,2500.5,2502.28,4483.144134,11362427.97,2534.477508,-55.68857143,-47.79,0
2501.46,2555,2462,2550.07,5405.890887,13584489.52,2512.904866,11.76714286,48.61,0
2599.01,2605,2475,2501.46,9430.615458,23870564.36,2531.177787,-31.70428571,-98.93,1
2598.37,2614,2522,2600.39,8333.980949,21529601.71,2583.351443,75.62571429,-2.51,0
2594.52,2623,2530.1,2602.9,10882.83901,27950344.7,2568.295339,84.27857143,6.78,0
2540.07,2639.47,2540.07,2596.12,9662.759414,25107482.88,2598.376075,81.94428571,45.65,1
2504.81,2595,2472.68,2550.47,11520.70731,29213705.74,2535.756265,54.75857143,46.1,1
2421.3,2528.72,2374.34,2504.37,8744.534411,21386273.68,2445.673226,8.992857143,91.96,1
2465.48,2517.11,2390,2412.41,8885.893497,21750491.24,2447.755113,-103.7171429,-53.08,1
2538.41,2564.58,2451,2465.49,8715.716762,21948643.03,2518.283192,-82.00285714,-76.1,0
2550.99,2594.78,2500.31,2541.59,8125.377637,20771078.34,2556.321597,-30.45857143,-18.31,0
2565,2593,2468.01,2559.9,12274.5453,31106035.77,2534.190473,-26.02571429,-5.1,0
2421.21,2565,2291,2565,19129.59651,45774590.05,2392.867514,-45.92571429,143.78,0
2502.26,2550.03,2315.01,2421.22,22094.21151,54096000.65,2448.424133,-214.96,-80.81,1
2557.66,2635.72,2432,2502.03,10339.57437,26249953.89,2538.784764,-136.2857143,-55.63,0
2685.05,2724.96,2512.13,2557.66,13342.81786,34944802.73,2618.997209,-90.99,-127.39,0
2713.48,2745,2657.46,2685.05,8232.480649,22348019.57,2714.615499,65.02428571,-28.43,0
2658.67,2740,2594.61,2713.48,10792.78765,28955845.86,2682.8885,134.6785714,56.44,0
2734.03,2789,2611,2657.04,15676.32353,42304860.31,2698.646799,107.8157143,-82.96,1
2598,2783,2581,2740,15891.69949,42538164.74,2676.753658,196.0585714,142,0
2516.98,2598,2480.96,2598,10570.67253,27011860.51,2555.358748,44.19285714,81.02,1
2630.06,2665,2460.62,2516.98,9424.231181,24023680.66,2549.139575,-99.29,-113.02,1
2484.68,2674.4,2420.53,2630,11142.98519,28569796.41,2563.926626,-24.84,145.32,0
2424.96,2540,2307.66,2484.68,13802.3933,33831741.34,2451.150363,-218.3942857,59.77,1
2451.42,2516.2,2120,2424.91,36751.09131,84952914.56,2311.57529,-332.6057143,-25.09,1
2705.99,2801,2320,2450,29478.82028,76114991.86,2582.022996,-340.8057143,-253.02,0
2656.97,2783.62,2638.62,2703.02,16275.83441,44217458.2,2716.755226,-113.1742857,35.96,0
2954.23,2980,2480.03,2667.06,31534.94606,85799286.22,2720.768448,-153.5542857,-287.16,1
2899.01,2967.46,2861.53,2954.22,6830.60684,19889995.68,2911.892918,194.17,54.23,0
2818,2912.98,2800,2899.99,9593.361191,27434766.12,2859.765787,191.2328571,77.67,1
2805.46,2868.23,2780.43,2822.32,8036.313569,22701156.24,2824.822109,161.1885714,16.32,1
2680.24,2815,2613.13,2806,13251.40545,36430027.3,2749.144417,200.9214286,122.97,1
2875.71,2893.28,2612.5,2683.03,16967.04354,47205426.44,2782.183375,132.9542857,-197.71,1
2698,2933,2689.4,2880.74,26695.67082,75249106.78,2818.775647,427.4114286,182.74,0
2530.27,2699.35,2525.28,2698,12221.44481,31919212.32,2611.738041,302.6571429,167.73,1
2538.1,2569,2460,2530.27,8828.624943,22263365.05,2521.725093,185.1357143,-10.67,1
2488.94,2584.34,2445,2540.94,10810.58469,27295110.64,2524.850545,267.0828571,52,0
2413.58,2489,2370.03,2488.94,12428.70059,30186115.46,2428.742669,244.9571429,75.31,1
2298.01,2456.39,2296.81,2413.63,18401.6636,43990417.87,2390.567441,186.9471429,115.62,1
2201.7,2334,2154.28,2298.01,16279.29243,36862481.13,2264.378583,53.85857143,94.5,1
2290.18,2339.08,2160,2203.51,13888.85097,31434633.58,2263.299796,-49.31571429,-88.59,1
2172.54,2350,2110,2292.1,12129.27809,27376000.71,2257.018144,66.72142857,113.29,0
2042.89,2313.96,2041.48,2178.81,15375.21813,33655092.72,2188.918066,-23.53142857,136.81,1
2280.7,2339.94,1850,2042,26216.27513,54113571.78,2064.121296,-156.34,-237.82,1
2277.01,2599.12,2060,2279.82,28326.82201,66466402.58,2346.412264,127.4542857,-12.71,0
2420.29,2760.1,2221,2292.53,32964.76143,83028907.05,2518.717062,199.2414286,-127.76,0
2265.9,2481.75,2264.64,2420.29,22144.5982,52782234.68,2383.526412,418.0442857,156.06,0
2088.76,2275,2088.45,2264.23,14138.91967,31139771.52,2202.415195,342.5871429,164.26,1
2017.55,2230.34,2001,2099.97,16338.53541,34535101.53,2113.720763,234.6828571,82.42,1
2013.99,2063.11,1961.52,2017.55,6755.834369,13647083.74,2020.044157,185.6271429,3.56,1
1959.09,2021,1914,2013.99,12309.94747,24248476.49,1969.827779,215.9385714,55.99,1
1879,1969.99,1874.99,1958,14124.61831,27218796.92,1927.046545,198.0185714,79.01,1
1779,1881.8,1766.33,1878.99,11916.12339,21766168.13,1826.614866,126.2285714,96,1
