0.233542,0.235076,0.234668,0.140778,0.234117,0.000000
0.234117,0.233550,0.234116,0.062591,0.232766,1.000000
0.232766,0.231923,0.232509,0.110299,0.232909,1.000000
0.232909,0.233357,0.234271,0.060431,0.233795,1.000000
0.233796,0.233336,0.235044,0.028913,0.234557,1.000000
0.234504,0.234669,0.236082,0.064541,0.234974,1.000000
0.234974,0.235851,0.236640,0.070710,0.235946,0.000000
0.235946,0.234668,0.235920,0.045514,0.234820,0.000000
0.234820,0.234322,0.235920,0.068090,0.234248,1.000000
0.234248,0.233754,0.235138,0.022615,0.234769,1.000000
0.235178,0.235432,0.236696,0.034639,0.235686,1.000000
0.236111,0.235157,0.236557,0.034916,0.236094,0.000000
0.235690,0.234661,0.236487,0.017747,0.235165,1.000000
0.235225,0.236053,0.236985,0.053986,0.236329,0.000000
0.236326,0.234898,0.237193,0.029802,0.235997,0.000000
0.235997,0.235432,0.237196,0.043612,0.235753,0.000000
0.236290,0.234859,0.234839,0.120059,0.234007,1.000000
0.234002,0.233550,0.235411,0.080212,0.234559,0.000000
0.234559,0.233245,0.232672,0.133875,0.231350,1.000000
0.231355,0.230855,0.230868,0.181593,0.231648,0.000000
0.231393,0.231632,0.232467,0.061990,0.231444,1.000000
0.231705,0.232127,0.232800,0.072107,0.233541,1.000000
0.233541,0.232211,0.234215,0.062641,0.233625,0.000000
0.233625,0.232635,0.234215,0.052539,0.232623,1.000000
0.232623,0.232238,0.234270,0.034952,0.233336,1.000000
0.233654,0.233144,0.235045,0.047313,0.234512,0.000000
0.234158,0.233347,0.235664,0.032493,0.234462,0.000000
0.234461,0.233296,0.235582,0.031590,0.234147,0.000000
0.234147,0.232733,0.234528,0.041370,0.232774,1.000000
0.232773,0.232533,0.233630,0.035573,0.233950,0.000000
0.233950,0.232730,0.234614,0.030692,0.233797,1.000000
0.233695,0.232881,0.234800,0.036982,0.234300,0.000000
0.233989,0.233373,0.235387,0.026349,0.233961,1.000000
0.233958,0.233957,0.235387,0.039526,0.235229,1.000000
0.235044,0.234542,0.236815,0.015848,0.235438,1.000000
0.235438,0.234822,0.236850,0.009496,0.236253,0.000000
0.236253,0.235128,0.237157,0.018177,0.236109,0.000000
0.236104,0.235127,0.237184,0.021751,0.235897,1.000000
0.235897,0.235330,0.237159,0.038023,0.236562,0.000000
0.236561,0.235344,0.236566,0.064957,0.235306,1.000000
0.235306,0.235128,0.236870,0.055622,0.236312,0.000000
0.235983,0.235692,0.237157,0.044187,0.236021,0.000000
0.235881,0.234771,0.236799,0.045334,0.235843,1.000000
0.235843,0.237489,0.237486,0.092764,0.237780,1.000000
0.237779,0.238330,0.238891,0.069706,0.239783,1.000000
0.239783,0.238911,0.240770,0.086639,0.240359,1.000000
0.239954,0.241014,0.241488,0.096798,0.241722,0.000000
0.241722,0.240822,0.242032,0.083469,0.241061,1.000000
0.240766,0.240211,0.241229,0.105895,0.241392,1.000000
0.241420,0.241101,0.243033,0.063960,0.242030,1.000000
0.242030,0.240771,0.242930,0.042711,0.242238,1.000000
0.242238,0.242032,0.243548,0.069284,0.243281,0.000000
0.243281,0.242307,0.242260,0.113112,0.241463,1.000000
0.241691,0.241101,0.243117,0.033584,0.242163,1.000000
0.242493,0.241101,0.243452,0.032480,0.242213,1.000000
0.241970,0.241101,0.243761,0.028292,0.242569,0.000000
0.242570,0.241101,0.243123,0.076995,0.242200,1.000000
0.242200,0.242307,0.243551,0.050876,0.243721,1.000000
0.243722,0.242945,0.245187,0.037977,0.244095,0.000000
0.244014,0.242615,0.244501,0.041554,0.243722,0.000000
0.243721,0.242585,0.244399,0.049166,0.242780,0.000000
0.242799,0.241662,0.241229,0.117229,0.239910,0.000000
0.239619,0.240109,0.241229,0.082945,0.239424,1.000000
0.239403,0.240472,0.240770,0.091933,0.241937,1.000000
0.241937,0.241534,0.243153,0.108292,0.243006,1.000000
0.243006,0.243493,0.244322,0.099724,0.244829,1.000000
0.244829,0.243822,0.245831,0.066295,0.244901,1.000000
0.244593,0.244076,0.246251,0.077735,0.245561,1.000000
0.245561,0.244585,0.246236,0.089838,0.246075,1.000000
0.246075,0.246568,0.247414,0.147297,0.247576,0.000000
0.247865,0.247636,0.248277,0.180658,0.246518,0.000000
0.246614,0.245676,0.246286,0.175688,0.246100,1.000000
0.246100,0.246355,0.247594,0.065731,0.247449,0.000000
0.247449,0.245950,0.248304,0.090035,0.246536,1.000000
0.246893,0.246364,0.248394,0.084383,0.247857,0.000000
0.247096,0.246619,0.248060,0.109005,0.246538,1.000000
0.247088,0.247786,0.248362,0.203240,0.249145,0.000000
0.249145,0.250941,0.250549,0.214676,0.249036,0.000000
0.249400,0.248847,0.249924,0.050714,0.248807,1.000000
0.248878,0.248405,0.250280,0.037516,0.249462,1.000000
0.249661,0.250273,0.251281,0.053140,0.251790,0.000000
0.251790,0.250872,0.253064,0.045547,0.251703,1.000000
0.251958,0.252439,0.253065,0.071677,0.253774,0.000000
0.253977,0.253224,0.251803,0.145664,0.251645,0.000000
0.251645,0.250892,0.248679,0.179657,0.247150,1.000000
0.247433,0.248138,0.248980,0.069156,0.248274,0.000000
0.248397,0.247533,0.236590,0.302275,0.237628,1.000000
0.237628,0.241431,0.238652,0.133656,0.241574,1.000000
0.241938,0.244031,0.243358,0.085156,0.243514,0.000000
0.243515,0.242042,0.240243,0.063175,0.241310,0.000000
0.241966,0.240506,0.237105,0.098204,0.239859,1.000000
0.239022,0.240517,0.238397,0.073305,0.241963,0.000000
0.241981,0.241161,0.240669,0.087360,0.240158,0.000000
0.240455,0.240532,0.235100,0.146386,0.237257,0.000000
0.237281,0.237038,0.237385,0.095238,0.236919,0.000000
0.237045,0.236605,0.231358,0.213269,0.233337,1.000000
0.233634,0.234069,0.232595,0.104286,0.234899,0.000000
0.234899,0.234069,0.234667,0.131460,0.233352,1.000000
0.233587,0.235177,0.234613,0.090273,0.236305,0.000000
0.236269,0.235177,0.236239,0.051825,0.234883,1.000000
0.234703,0.234921,0.234940,0.083897,0.235633,0.000000
0.235639,0.234516,0.231766,0.145855,0.232416,0.000000
0.232404,0.231751,0.231488,0.054632,0.230207,0.000000
0.229806,0.231751,0.231539,0.050349,0.229819,1.000000
0.229954,0.233906,0.231550,0.047033,0.235327,1.000000
0.235327,0.236957,0.236871,0.087278,0.237295,1.000000
0.237295,0.236957,0.237765,0.034831,0.237324,0.000000
0.236817,0.236148,0.237272,0.029504,0.236040,1.000000
0.236037,0.236538,0.237272,0.065522,0.237348,1.000000
0.236540,0.238381,0.237761,0.075135,0.239817,1.000000
0.239533,0.238979,0.240862,0.041849,0.240435,0.000000
0.240435,0.238991,0.237564,0.072836,0.237148,0.000000
0.237225,0.237213,0.237885,0.034653,0.237059,1.000000
0.237327,0.238107,0.238137,0.061917,0.239293,0.000000
0.239312,0.238127,0.234921,0.073090,0.235093,0.000000
0.235093,0.233906,0.235352,0.041582,0.234564,0.000000
0.234060,0.233872,0.233988,0.045302,0.233975,1.000000
0.233969,0.233369,0.232738,0.043088,0.234308,0.000000
0.234308,0.232991,0.226023,0.250008,0.224588,1.000000
0.225361,0.226986,0.226023,0.114878,0.226839,1.000000
0.226482,0.227112,0.226796,0.074458,0.227689,1.000000
0.228333,0.228821,0.229322,0.052425,0.229538,1.000000
0.229538,0.230854,0.231023,0.048683,0.231137,0.000000
0.230727,0.230149,0.230292,0.079613,0.230214,1.000000
0.230215,0.231364,0.230417,0.103701,0.232774,0.000000
0.232774,0.231364,0.232795,0.043397,0.232006,1.000000
0.232006,0.233906,0.231951,0.099795,0.235331,0.000000
0.235331,0.233906,0.234840,0.067323,0.234392,1.000000
0.234389,0.235163,0.236047,0.057852,0.235652,0.000000
0.235520,0.234617,0.233925,0.081447,0.232766,0.000000
0.232795,0.231916,0.232510,0.050202,0.231731,0.000000
0.232291,0.230900,0.232587,0.035207,0.231476,1.000000
0.231476,0.231255,0.232509,0.016406,0.232665,0.000000
0.232391,0.230983,0.232847,0.027597,0.232070,0.000000
0.232066,0.230855,0.232621,0.030878,0.231909,0.000000
0.231496,0.230094,0.230201,0.074248,0.230769,0.000000
0.230727,0.230183,0.224801,0.240728,0.223412,0.000000
0.224075,0.223721,0.220956,0.348282,0.221672,1.000000
0.221672,0.221502,0.221065,0.214202,0.222466,1.000000
0.222466,0.225923,0.223155,0.130835,0.224964,0.000000
0.224209,0.223595,0.218034,0.211587,0.219406,1.000000
0.219404,0.220400,0.217912,0.179842,0.220032,1.000000
