Open,High,Low,Volume (BTC),Close
4097.07,4116.72,4068.93,443.98,4095.61
4078.99,4110,4070.07,188.27,4103.54
4103.9,4103.99,4055,654.28,4066.99
4066.99,4114.96,4063.75,402.1,4104
4104,4110,4076.67,773.69,4097
4097,4150,4080.78,1036.62,4150
4150,4248.97,4150,1436.81,4222.28
4222.3,4245.99,4206.59,469.77,4227.03
4226.76,4234,4206.59,301.36,4228.91
4228.91,4248.75,4191.82,591.26,4205
4205,4213.46,4166.19,563.5,4198.99
4199,4199,4165.5,233.51,4188.78
4188.81,4209.99,4165,655.6,4209.97
4209.95,4233.83,4195,896.44,4219.58
4219.54,4227.7,4123.5,1561.54,4150
4145.25,4177,4140,460.71,4164.84
4164.84,4164.84,4100,685.94,4100
4100,4123.5,4062.26,895.87,4120
4120,4121.81,4066,936.7,4080.75
4076.35,4123.5,4062.26,454.77,4122.97
4110.52,4140,4103.05,559.41,4108.12
4121.78,4141.85,4102.99,133.49,4114.57
4103.02,4178.32,4100.45,675.9,4132.61
4145.65,4164.84,4110,399.95,4110
4119.99,4131.87,4082.57,530.71,4091.88
4099.94,4116.5,4082.59,351.51,4095.39
4104.67,4137.18,4084.86,370.11,4119.9
4119.9,4144.09,4115.15,241.84,4116
4130.15,4164.8,4116.02,229.93,4153.7
4153.69,4185.67,4150.01,311.57,4185.67
4185.81,4192.23,4151.57,439.87,4162.87
4162.87,4172,4146.07,239.08,4169
4172,4175,4154,157.09,4169.99
4169.99,4169.99,4125.2,698.75,4164.84
4164.83,4185.67,4150.02,394.61,4185.67
4185.67,4242,4175.8,892.01,4242
4239.3,4246.41,4206.59,473.39,4230.84
4220.25,4239.91,4210,396.36,4210
4210.86,4220.11,4190.39,424.69,4200
4200,4227.63,4185.67,404.66,4210
4210,4229.94,4202.04,357.08,4227.62
4225,4230,4211.3,175.43,4230
4230,4234.88,4199.53,753.88,4231.24
4231.2,4327.77,4206.59,1263.49,4314.16
4314.16,4350,4298.23,467.31,4300.34
4308.8,4373.84,4300.01,474.72,4360.44
4362.67,4370.95,4334.38,285.94,4340.72
4340.72,4358.72,4334.38,159.14,4335.07
4334.8,4338.96,4301.46,196.54,4334.38
4334.38,4350.53,4312.82,166.8,4312.82
4312.82,4337.68,4291.36,436.86,4315.03
4315,4330.73,4300.02,230.7,4326.32
4326.51,4349.99,4324.73,387.97,4349.05
4348.81,4370,4320.01,474.47,4350.02
4350.02,4373.98,4348.47,156.21,4354.97
4360,4372.09,4342.2,178.18,4354.74
4354.72,4354.82,4325.04,276.85,4353.99
4353.98,4353.99,4330,170.9,4347.93
4349.08,4353.99,4329,167.04,4353.99
4353.54,4371.2,4341.57,511.97,4360.93
4363.2,4445.09,4358.51,1277.85,4419.98
4421.95,4449.78,4416.11,505.24,4447.99
4447.99,4449.98,4398.79,522.64,4419.99
4419.99,4438.4,4410.21,194.28,4433.88
4432.19,4437.35,4270.01,1282.06,4324.84
4320.03,4351,4270,867.4,4327.57
4327.86,4356.05,4310,302.73,4328.37
4328.37,4369.62,4312.82,269.27,4369
4362.47,4372.2,4325.55,203.87,4355.98
4348.17,4369.78,4344.35,183.55,4357.99
4358,4365.5,4298.76,399.86,4320.28
4320.28,4322.97,4273.59,311.23,4287.02
4287.05,4312.82,4252.77,277.64,4302.01
4312.63,4320,4295.19,139.33,4295.19
4295.19,4319.98,4270.01,285.73,4315.97
4315.97,4320,4300,129.76,4315.33
4320,4337,4304.74,214.27,4337
4337,4343.11,4320.88,208.52,4332.55
4332.55,4332.55,4287,606.18,4294
4303.59,4316.56,4292.66,423.56,4313
4313,4315.19,4292.52,190.44,4297.57
4296.84,4307.4,4232.43,672.5,4275
4270.42,4289.78,4258.3,234.84,4279
4279,4290.32,4268,298.45,4277
4276.99,4301,4270.32,429.73,4299.96
4295.11,4300,4281.51,72.55,4300
4300,4301,4269.28,79.98,4280.9
4280.9,4320.99,4279.9,207.09,4320
4320,4349.99,4317.37,333.01,4323.69
4324,4344.22,4324,191.18,4343.98
4343.98,4344,4320.95,92.94,4327.99
4327.99,4343.96,4301.04,385.93,4333.03
4333.04,4344.22,4319.05,191.39,4333.38
4333.38,4340,4325,37.39,4339.99
4331.67,4393.3,4331.67,301.86,4384
4384,4384,4359.98,189.42,4359.98
4359.99,4359.99,4322.7,197.75,4338.38
4338.46,4355.08,4326.06,139.76,4329.09
4329.09,4340.06,4301.94,313.34,4333.35
4333.37,4359.99,4325.9,201.93,4349.66
4349.67,4358.88,4333.38,133.44,4333.38
4333.38,4348.36,4322.58,116.82,4322.58
4327.88,4333.38,4305,269.39,4318.07
4317.67,4322.58,4301.63,173.37,4316.6
4316.53,4348.75,4306.57,269.35,4342.76
4333.7,4343.25,4290.32,297.92,4316.87
4312.09,4333.38,4302.13,146.48,4325
4316.94,4344.22,4316,97.71,4344.2
4333.77,4354.87,4333.02,121.21,4337.19
4352.13,4354.95,4333.8,97.74,4345
4345,4351.04,4338.81,61.59,4346
4346,4358.81,4341,140.9,4354.46
4354.26,4355.08,4338.51,169.18,4354.9
4355.06,4365.96,4344.58,173.13,4346.33
4346.7,4355.41,4341.47,107.37,4349.23
4349.23,4349.23,4330.5,119.34,4339.7
4339.7,4342.78,4322.72,102.72,4337.68
4329.91,4344.22,4290.32,485.45,4293.72
4293.39,4311.8,4279.68,358.81,4307
4308.28,4311.8,4301.38,75.97,4301.62
4309.29,4312.83,4275,347.63,4280.01
4286.13,4286.13,4169.01,1580.17,4240
4240,4247.65,4199.64,524.04,4227.6
4222.5,4248.76,4222.5,218.9,4236.63
4238.96,4282.08,4235.84,216.18,4279.99
4275,4285.16,4266.32,170.82,4274.67
4273.98,4308,4248.77,592.21,4294
4304.86,4326,4277,228.18,4317.96
4310.31,4319,4310.02,148.89,4318.8
4318.79,4324.99,4295,187.49,4295
4304.31,4318.14,4295,135.99,4318.14
4318.13,4323.66,4300.02,193.44,4313.83
4312.99,4313,4275,274,4293.33
4293.33,4334.38,4287.28,731.8,4329
4329,4350,4311.08,412.14,4332
4338.78,4338.78,4325,169.15,4334.9
4334.9,4345.78,4328.01,197.03,4341.84
4342.53,4344.86,4328.66,129.57,4334.84
4334.84,4377.83,4334.84,405.38,4377.82
4377.82,4399.72,4356.39,623.63,4365.1
4371.13,4384.97,4360.16,234.13,4379.99
4385,4386,4360.16,267.46,4372.99
4365.81,4378.73,4358.34,151.41,4371
4373.26,4376.89,4356.05,192.97,4374.1
4373.22,4399.72,4371.95,316.19,4380.02
4385.77,4394.35,4373.17,155.87,4385
4385,4387.92,4358.7,240.13,4364.19
4364.19,4364.21,4353.21,285.09,4361.94
4363.99,4364.21,4336.26,450.93,4348.76
4348.76,4364.21,4343.11,368.11,4364.21
4364.2,4364.21,4346.14,165.99,4352.76
4350,4364.21,4346,149.92,4364.2
4364.2,4403.93,4358.98,514.13,4378
4378,4437.57,4364.21,450.85,4437.57
4437.57,4649.78,4421.72,2848.23,4607.79
4609.31,4615.15,4540.03,1014.92,4560.71
4565.01,4623,4552.71,930.24,4576.26
4576.26,4593,4542,413.59,4549.84
4549.84,4561,4510.82,728.84,4552.64
4552.65,4589.2,4545.01,399.32,4569.97
4569.98,4588.79,4560,191.05,4584.86
4583.83,4615,4580.15,426.48,4593
4593,4638.25,4590.98,467.24,4612
4612,4614.99,4577,300.75,4590
4590,4608.18,4577,449.93,4578.82
4578.82,4597,4561.84,149.44,4589.01
4597,4630,4592.05,228.89,4606.93
4615.24,4624.59,4589.36,230.72,4614.9
4607.01,4614.84,4588.01,117.27,4596.75
4597.91,4642.22,4597.67,356.73,4619.49
4619.44,4619.5,4601.71,196.93,4613
4613,4630,4601.76,288.18,4608.23
4618.74,4618.74,4556.04,793.33,4574.11
4574,4593,4567.13,530.03,4584.89
4584.89,4587,4514,884.63,4522.18
4522.27,4540,4479,1199.94,4528
4523.01,4555.28,4510.01,409.62,4524
4529.11,4565,4516.48,476.47,4564.99
4565,4566.66,4543.92,413.92,4566.64
4566.64,4575,4543.92,347.17,4547.06
4547.05,4567.2,4545,230.96,4561
4567.21,4585,4560.03,312.64,4583.98
4577.06,4589,4572.04,214.71,4583
4582.99,4587.99,4570.45,208.74,4576.85
4576.85,4576.92,4550,273.37,4550
4549.99,4573,4532.58,235.06,4573
4572.99,4576.86,4551.67,202.81,4570
4568.01,4579.84,4555.28,244.37,4579.84
4573.76,4589.52,4566.66,174.11,4573.2
4573.15,4601,4566.66,261.18,4597.99
4594.38,4612.5,4594.37,104.72,4602.08
4602.07,4618,4595.04,62.75,4618
4618,4624.03,4601.01,120.11,4615.19
4615.1,4624,4601.52,143.73,4611.06
4611.06,4628,4601.04,251.25,4624.04
4624.02,4628.28,4589.53,429.23,4599.49
4599.49,4624.03,4595.44,367.54,4619.16
4612.73,4635.12,4601,291.98,4613.47
4610.73,4617,4594.06,299.56,4609.99
4609.99,4670.45,4607.39,612.97,4647.85
4647.83,4687,4634.65,460.61,4687
4687,4698.43,4671.1,572.5,4698.27
4690.35,4739.78,4685.02,639.63,4724.91
4724.91,4736,4695.59,551.55,4712
4706.23,4723.98,4680,699.74,4718.46
4719,4741.5,4715.01,422.64,4730.94
4730.94,4735,4713,282.23,4735
4735,4759.8,4724.99,457.82,4755.39
4755.39,4765.21,4700,747.43,4719.85
4724.3,4741.5,4716.63,221.92,4733.53
4739.99,4741.5,4723.13,214.62,4734.5
4729.76,4741.5,4729.13,186.95,4741.47
4741.48,4741.5,4716.75,508.77,4734.26
4734.26,4765.21,4725.05,336.18,4763.99
4764,4777.76,4756.79,250.95,4771.3
4769.71,4771.26,4743.48,274.58,4764
4763.99,4770.68,4741.5,324.88,4745.6
4745.97,4752.53,4680,774.63,4689.5
4683.81,4721.99,4680,548.09,4680
4679.59,4729.12,4671.09,607.48,4729.12
4729.12,4750,4717.33,715.58,4750
4750,4788.53,4740.01,658.96,4785.64
4785.64,4795,4769.28,438.07,4787.06
4781.03,4800,4777.44,513.66,4799.95
4799.95,4810,4777.15,593.64,4810
4810,4849,4800,973.32,4839.33
4844.99,4870,4816.73,1193.76,4818.66
4820.53,4831.47,4778.12,1160.92,4810.49
4810.49,4844.82,4803.49,434.34,4836.86
4836.85,4836.86,4817.26,594.94,4819.01
4825.99,4845,4819,557.59,4844.84
4829.95,4850,4812.53,720.29,4819.04
4829.8,4872.96,4818.38,1342.98,4870
4870,4935,4860.81,1418.55,4867.87
4875,4893.83,4848.69,335.11,4863.4
4864.79,4885.14,4855.59,247.9,4876.2
4880.1,4921.87,4875.01,351.14,4921.7
4921.71,4933.64,4909.6,300.97,4920
4924.99,4964.46,4909.63,473.63,4960.49
4964.46,4979.9,4885.14,962.53,4918.88
4918.88,4934.04,4824.53,1187.15,4831.01
4836.54,4879.88,4830.38,456.97,4852.98
4855.38,4867.99,4590,1997.39,4644.89
4644.89,4747.99,4630,883.18,4722.01
4729.13,4799.12,4721.3,562.7,4759.94
4759.96,4760,4660.88,417.45,4716.85
4729.68,4729.8,4600,648.92,4688.49
4672.13,4730,4625.06,484.39,4729.62
4729.97,4742.68,4669.14,577.26,4694.34
4700.15,4730.31,4561.09,967.3,4637.63
4638.11,4661.59,4605.42,629.32,4631.02
4633.5,4653.08,4488.5,1409.25,4561.01
4566.81,4603.2,4512.49,689.11,4591.55
4591.55,4603.2,4552.69,868.67,4561.31
4565.9,4625,4551.64,596.51,4619.02
4618.33,4624.99,4583.2,342.45,4591.23
4587.71,4619.96,4558,554.38,4605.89
4606,4611.99,4496.42,963.79,4543
4542.77,4557.62,4491.02,361,4499.83
4492,4557.61,4492,332.7,4492.24
4494.89,4600,4492.23,310.79,4599.9
4599.9,4660,4595.45,576.72,4638.38
4638.38,4660,4612.8,230.16,4638.94
4629.03,4644.08,4603.24,194.96,4613.84
4613.78,4651.76,4603.24,432.96,4639.42
4623.62,4688,4612.73,496.48,4687.68
4682.13,4699.76,4672.88,276.53,4699.76
4699.76,4700,4608.9,481.29,4635.51
4637,4665.03,4615.12,228.98,4633.76
4639,4682.62,4620.01,409.14,4677.43
4677.8,4683,4557.62,482.97,4595.34
4595.34,4599.99,4565.98,274.77,4585
4575.15,4599.32,4539.52,299.35,4573.48
4573.37,4589.43,4515.27,284.72,4579.99
4579.99,4582,4385,1652.02,4390
4405.1,4463.9,4385,759.1,4433.99
4427.01,4466.38,4400,492.01,4450.6
4463.2,4500,4449,346.42,4486.76
4486.76,4539.98,4482,321.69,4518
4510,4526.11,4467.82,526.07,4499.97
4499.99,4550,4470.24,685.24,4550
4550,4550,4516.38,286.76,4535
4535,4600,4500,659.43,4599.98
4599.99,4600,4556.05,444.86,4581.64
4581.57,4624.72,4579.46,382.28,4606.26
4603.68,4613.97,4538.29,538.19,4549.85
4550.41,4560.86,4510.84,331.73,4529.62
4540.57,4540.88,4512.34,232.64,4524.63
4524.63,4547.87,4510.82,108.41,4547.87
4542.52,4542.52,4517.38,182.36,4536.24
4536.16,4540,4513,204.04,4533.09
4525.02,4525.02,4466.05,490.62,4510.82
4510,4526.78,4361.28,1590.7,4367
4379.96,4399.7,4286.7,2301.4,4333
4333,4356.05,4288.81,1415.42,4348.52
4348.52,4443,4329.36,864.54,4397.35
4382.58,4397.22,4230,1398.14,4288.71
4288.67,4334.38,4227.63,1188.37,4300.93
4300.95,4375,4275.08,828.55,4354
4354,4361.76,4200,1822.71,4225.16
4225.15,4291.36,4200,1943.24,4247.55
4247.54,4270.01,4144.12,1668.73,4179.99
4179.96,4185.67,4058.5,1728.57,4066.51
4066.51,4240,4060.09,1690.99,4208.49
4212.87,4294.84,4212.85,1333.36,4250.97
4260.49,4287.46,4185.67,964.8,4270.82
4270.82,4410.97,4252,1154.51,4367.21
4378.76,4378.76,4300.02,582.85,4312.98
4312.98,4314.99,4250.97,504.26,4277
4282.53,4282.8,4167.21,1058.06,4180.49
4176.12,4190.91,4021.94,1548.83,4021.98
4021.94,4135,4001.93,1123.74,4135
4135,4147.1,4039.3,1146.29,4102.85
4109.96,4159.09,4044.66,839.63,4098.88
4098.87,4098.87,4001.93,940.75,4030.05
4030.05,4102.99,4021.94,643.48,4101
4089.14,4206.59,4085,898.08,4193.83
4193.83,4227.63,4156.69,949.36,4189.7
4177.81,4234.87,4144.12,731.68,4230.59
4230.59,4270.01,4227.63,696.33,4258.02
4269.99,4339,4228.84,672.94,4339
4339,4377.83,4249,1111.03,4261.28
4266.82,4320.68,4248.76,883.99,4318.58
4310.67,4330,4265.7,684.21,4301.03
4310.87,4334.22,4227.74,1283.59,4246.85
4258.97,4334.38,4215.12,786.92,4320
4316.43,4377.83,4294.14,757.96,4354.63
4344.38,4414.03,4334.38,705.98,4395.3
4397.28,4449.45,4389.02,865.35,4412.81
4413.93,4433,4367.25,912.32,4416.13
4422.48,4422.48,4359.56,349,4387
4388.26,4448.12,4378,484.09,4448.12
4448,4474.88,4379.78,810.61,4396.52
4397.38,4454.5,4380.01,465.91,4451.16
4451.15,4494.64,4400,838.01,4486.31
4486.3,4495.98,4440.46,383.08,4454.97
4454.98,4498.84,4435,378.71,4471.45
4478.89,4487.28,4390,470.21,4404.94
4394,4435.81,4384.33,427.71,4399.87
4399.87,4419.61,4356.42,704.23,4407.14
4419.15,4505.46,4405.54,1139.49,4498.67
4499.12,4552.99,4495.06,897.3,4549.5
4553,4578,4500.98,2024.99,4524.69
4528.4,4556.42,4500.01,886.55,4551
4551,4594,4513.36,879.53,4579.94
4579.94,4580,4512.49,847.01,4522.08
4533.82,4554,4495,1115.39,4553.26
4553,4582.28,4537.29,659.51,4574.8
4575,4628.39,4562.93,703.53,4615.09
4617,4620.5,4587.05,514.02,4590.54
4590.64,4649.23,4568.88,776.33,4645.94
4645.98,4645.98,4589.72,550.79,4591.88
4599,4623.14,4557.62,436.77,4608.52
4605.89,4615.99,4543,436.3,4553.81
4554.77,4590,4521,472.37,4577.51
4575.01,4603.2,4543.76,349.55,4603.2
4603.2,4618,4576.06,276.81,4605.8
4605.81,4609.8,4534.29,342.08,4539.97
4539.95,4571.16,4480,532.02,4507.51
4511.07,4538.99,4494.12,160.03,4528
4528,4557.62,4493.98,383.23,4515.97
4515.86,4550.87,4500.54,154.48,4550.87
4547.26,4576,4539.8,307.51,4550
4549.83,4549.83,4512.49,381.89,4515.49
4516.5,4516.5,4475,457.73,4490.57
4490,4549,4475.01,251.49,4549
4548.62,4598.5,4534.31,486.67,4592.21
4595.8,4620.44,4577.46,458.42,4620.44
4620.45,4639.99,4588.79,383.29,4620
4626.54,4649,4590.37,573.8,4644
4644.99,4674,4635,685.63,4665.12
4665.3,4674.34,4628.14,384.21,4637
4637,4647.85,4623.08,310.29,4641.06
4647.85,4665.82,4603.22,462.22,4605.17
4619.92,4620.59,4588.67,522.38,4618.16
4617.77,4624.72,4580,395.97,4600
4600,4617.98,4587.94,307.96,4602.71
4602.81,4609.38,4564.41,670.69,4569.51
4569.51,4613.08,4564.88,346.7,4610
4614.24,4630,4611.02,212.3,4618
4618,4630,4606.32,83.85,4615
4615,4615,4585.03,140.88,4598.78
4598.78,4605.45,4565.55,274.16,4587.75
4576.76,4617.98,4576.76,190.74,4605.55
4596.01,4619.74,4595.4,36.78,4612.87
4612.87,4619.77,4578.82,133.88,4580
4580,4609.97,4579.27,141.96,4608.17
4604.26,4641.84,4595.02,258.94,4641.84
4641.91,4647.84,4624.93,207.75,4639.7
4639.71,4679.97,4635.31,673.08,4676.01
4678.6,4678.6,4624.72,417.22,4654.36
4654.36,4659.97,4611,329.13,4635.2
4635.07,4640.04,4619.84,152.89,4627.84
4627.8,4647.67,4620,159.97,4637
4637.37,4637.73,4379.78,3607.84,4450
4460,4462.72,4227.64,4371.11,4368.93
4368.91,4423.58,4276.71,2368.95,4389.49
4374.97,4449.99,4336.42,1733.73,4336.43
4356.55,4383,4293.48,904.38,4319.99
4315.05,4380.67,4298.48,832.44,4307.02
4307.02,4333.8,4195,1867.31,4197.2
4196.1,4250.96,4139.9,1810.51,4228.76
4236.61,4245,4125.99,1108.36,4181.06
4179.37,4298,4172.31,1169.04,4298
4298,4337,4267.96,802.25,4312
4327.41,4336.42,4263.07,347.93,4286.29
4281.69,4322.5,4200,749.14,4230.43
4216.02,4252.12,4164,692.24,4244.94
4252.12,4293.48,4242.1,295.59,4266.99
4267,4279.17,4208.93,158.98,4265.68
4270.73,4377,4260.61,521,4376.81
4376.84,4376.84,4320.87,327.49,4343.87
4343.8,4379.78,4301.46,462.01,4328.02
4334.6,4347.32,4293.48,204.54,4302
4302,4335.82,4272.4,358,4323.36
4323.34,4336.4,4290.16,225.53,4300.31
4310,4364.99,4309.99,377.62,4356.01
4359.48,4378.71,4327.15,341.83,4347.5
4347.5,4353.06,4264.7,707.4,4285
4284.99,4300,4253.77,508.52,4282.12
4289.79,4300,4272.02,221.07,4285
4285,4310,4272.65,286.97,4291.36
4291.35,4291.36,4215.77,606.61,4254.14
4254.14,4258.98,4188,645.81,4204.53
4190.61,4308.91,4176,832.65,4276.3
4276.38,4303.98,4270.01,395.76,4270.01
4270.07,4288.21,4259.08,119.38,4275.75
4275.06,4330,4259.33,452.19,4329.29
4329.3,4334.38,4299.17,136.13,4308.72
4322.44,4322.44,4270,217.96,4285.74
4290.46,4291.27,4261.87,107.34,4280
4281.99,4282,4185.67,715.98,4188.46
4190,4227.58,4186.81,171.72,4204
4192.51,4227,4158,501.99,4164.79
4164.73,4164.84,4102.17,1388.04,4142
4143,4146,4010,1950.99,4023.01
4023,4123.5,4010,1419.37,4096.01
4096.21,4144.1,4062.26,1000.61,4100.73
4100.43,4119.98,4039.57,810.11,4072.14
4053.55,4082.57,4039.46,733.52,4072.51
4062.54,4123.5,4044.88,502.12,4121.52
4118.41,4123.5,4082.57,222.85,4092
4104.22,4144.12,4092,720.21,4144.11
4144.12,4164.84,4125,590.92,4162.72
4164.82,4171.62,4124.52,281.07,4128.78
4138.55,4206.59,4123.5,542.94,4206.59
4206.58,4312.82,4195.17,1085.47,4268.01
4282.26,4291.36,4241.01,452.87,4287.99
4280.42,4295,4259.9,287.4,4293.55
4293.55,4297.33,4233.99,401.94,4266.29
4266.2,4266.2,4227.63,179.98,4238.99
4238.99,4290.02,4230,204.67,4250.15
4250.4,4269.97,4212.92,234.13,4226.22
4226.21,4242.58,4185.67,305.84,4201
4204.53,4291.36,4204.26,629.74,4291.35
4291.36,4300,4270.01,198.87,4290.4
4290.2,4353.49,4280.1,602.32,4315.95
4316.3,4316.3,4151,898.17,4197.92
4186,4206.51,4092.4,701.24,4144
4140.07,4216.96,4115,606.25,4169.15
4168.59,4206.45,4142,551.65,4160.01
4153.77,4164.84,4105,500.42,4160
4159.99,4206.59,4149.62,524.01,4169
4169.44,4206.59,4156,447.17,4178
4178,4196.04,4144.12,381.69,4178.49
4178.01,4195,4162.17,306.96,4194.98
4194.84,4291.36,4172.68,1167.51,4246.95
4256,4270.01,4232.56,554.9,4244
4244,4250,4212,372.41,4240
4240,4267.22,4230.05,569.82,4261.82
4261.82,4271.38,4208.77,489.57,4223.71
4223.59,4229,4192.64,332.8,4222
4222,4225,4170.99,286.42,4197.67
4197.69,4204.19,4172.05,196.51,4188.36
4188.07,4202.06,4178.3,216.83,4192.17
4192.18,4227.4,4186.41,235.83,4219
4219.99,4220.01,4191,114.65,4207.31
4198.89,4246.97,4198.89,323.56,4226.32
4239.36,4248.75,4216.43,149.08,4230
4230,4248.76,4212.67,186.71,4248
4239.48,4283.59,4239.02,281.25,4270.87
4281.99,4306.4,4256.16,404.98,4276.31
4285.57,4304,4271.19,291.6,4300.95
4300.93,4356.02,4289.54,482.83,4352.09
4355.62,4377.65,4317.06,456.72,4356.87
4359.41,4361.67,4264.02,923.26,4307.55
4294.48,4332,4291.37,372.58,4312.61
4312.63,4351.82,4279.05,715.92,4350
4350,4364,4334.38,355.14,4339.98
4339.98,4355,4294.83,453.83,4299.98
4299.98,4299.99,4240,881.03,4262.62
4257,4291.36,4248.76,702.19,4274.34
4270.97,4291,4236.01,333.93,4237.56
4237.84,4265.28,4218.29,516.51,4250.69
4262.98,4264.72,4185.67,648.67,4187
4186.04,4190.31,4080,2353.13,4115.07
4122.11,4186.88,4090.3,979.54,4164.85
4164.88,4178,4123.5,478.95,4174.5
4177.99,4204.99,4156.24,373.65,4200
4199.99,4199.99,4173.1,344.24,4182.28
4179,4181.2,4144.12,285.13,4172.56
4170.6,4179.14,4100,573.56,4138.26
4142.25,4144.12,4102.99,290.97,4105.13
4101.49,4112.78,4026,1032.84,4026.02
4035.48,4062.26,3943,1916.32,3945
3951.62,4010,3906.66,1272.59,4010
4009.01,4021.94,3953.47,1018.09,3975.99
3985.01,4034.74,3971.01,265.02,4025.01
4033.98,4044.94,3900.13,1728.73,3947.07
3947.1,3995,3890.09,1012.13,3939.89
3940,3999.5,3929,1148.92,3929
3937.09,3954.54,3835.31,1367.99,3848.35
3848.34,3868.74,3814.5,1497.37,3830
3830,3883.99,3800,2130.66,3880
3880,3925.7,3825.55,1407.83,3836.64
3836.64,3840,3720.01,3483.28,3769.92
3758.79,3868.89,3756.55,2118.6,3819.51
3819.51,3944.5,3807,1412.67,3944.1
3944.1,3960,3877.43,1326.93,3910.51
3907.07,3925.7,3860,1117.26,3895
3898.67,3898.67,3841,773.57,3850
3847.99,3899.99,3830,640.81,3895
3895,3899,3865,453.12,3881.4
3883.7,3949.99,3881.4,941.67,3934.62
3934.56,3934.74,3838.23,705.44,3865.34
3861.89,3921.74,3843.34,388.11,3914.98
3915.84,3919,3881.21,183,3907.33
3907.41,3917.4,3848.35,385.61,3873.8
3873.8,3881.35,3788.38,798.81,3797.99
3798,3837.4,3752,815.46,3809.73
3815,3848.35,3790.03,963.21,3792.71
3790.09,3836.46,3790,516.07,3830.31
3833.39,3899.82,3819.25,715.37,3872.28
3861.97,3895,3828.65,846.41,3830
3830.01,3833.27,3757.53,1202.25,3757.53
3758.93,3807.28,3698.19,2850.4,3734.44
3729.8,3749.97,3581.35,4190.46,3604.96
3615.07,3681.15,3481.57,3409.58,3481.57
3483.86,3589.43,3426.92,3276.52,3559.89
3550.01,3616.33,3480,2563.25,3586.97
3587,3589.98,3483.86,1698.58,3520
3519.7,3538,3449.37,943.35,3454.04
3454,3466.46,3311,2799.42,3311
3310,3449.37,3251.29,2885.78,3419.67
3419.68,3491.08,3319.8,1972.03,3359
3358.93,3439.99,3340.18,1609.34,3385.43
3385.43,3400,3285.51,1994.43,3289.1
3289.1,3381.4,3275,1598.39,3310
3303.02,3325.31,3210,2713.58,3227.79
3227.79,3381.38,3223.56,1928.44,3334.98
3336.33,3425,3331.85,1557.15,3400
3399.99,3449.37,3375.04,1162.91,3380
3380,3399.26,3334.28,862.05,3354.53
3359.95,3377.02,3255,949.27,3314.75
3314.7,3330.08,3249.46,1161.55,3325.91
3331.48,3347.92,3100.25,3146.44,3113.28
3119.91,3153.89,3051.06,2992.62,3124.11
3124.1,3190,3055.82,2874.9,3139.97
3139.97,3185,3033.33,2935.8,3055.79
3050.3,3118,3009,3176.21,3027.94
3024.73,3058.96,2972.01,3290.11,3022.89
3022.89,3400,3000.06,5627.2,3345.01
3343.58,3400,3217.29,4436.06,3400
3400,3668,3391,4811.39,3636.78
3641.51,3712.92,3553.45,4215.26,3701.3
3701.3,3759,3518.7,3411.69,3584.84
3580.02,3625,3456.13,2551.75,3579.59
3582.27,3661.57,3553.9,1508.51,3611.99
3609.46,3772.52,3609.46,2298.41,3682.02
3682.02,3734,3655.44,1868.67,3716.02
3728.04,3820,3710.48,1621.15,3809.3
3810.25,3810.25,3698.19,764.73,3760.5
3760.5,3765.44,3643.64,1126.65,3700.01
3699.89,3772.52,3687.48,622.79,3725.48
3746.69,3776,3719.29,428.21,3774.09
3760.4,3809.97,3716.45,807,3743.34
3743.33,3772.52,3727.01,263.46,3759.48
3765.08,3797.72,3753,364.62,3774
3780,3872.9,3772.37,1034.37,3833.96
3833.96,3833.96,3735.17,903.34,3792.91
3788,3833.96,3772.1,782.51,3820.48
3820.48,3845,3806.35,530.66,3842.98
3842.98,3842.99,3643.28,2231.4,3672.15
3679.47,3685,3541.84,3499.34,3557.29
3565,3687,3560.01,1716.59,3674.98
3666,3675,3550.46,1335.15,3553.89
3553.89,3641.98,3502.5,1635.42,3611.78
3611.78,3659,3559.92,556.53,3570
3579.86,3646.48,3500,1392.26,3550
3538.6,3620.5,3538.6,1501.12,3604.99
3605.98,3625.32,3569.23,580.7,3625.32
3625.32,3712.52,3604.63,1011.26,3693.17
3695.82,3716,3637.47,525.1,3692.97
3697.26,3697.69,3655.97,220.45,3661.71
3659.57,3697.45,3625.32,391.52,3692.19
3683.58,3727,3670.87,536.12,3700.79
3700.94,3708.3,3668.93,288.3,3678.93
3669.07,3676.27,3626.03,535.01,3640
3640,3640,3589.43,691.1,3620.72
3623.45,3661.57,3591,369.42,3648.62
3648.64,3650.99,3607.26,234.31,3637.5
3637.55,3637.55,3570,284.42,3609.73
3609.99,3620,3561,106.51,3579.12
3568.18,3589.86,3529,575.33,3547.94
3543.16,3582,3509.71,743.24,3509.71
3508.7,3534.66,3463,1066.35,3531.82
3531.84,3618.58,3516.94,644.74,3593.18
3593.18,3623.63,3566.64,395.15,3575.33
3575.34,3589.42,3532.01,441.5,3567.8
3567.77,3589.43,3554,174.85,3583
3583,3661.57,3564.97,754.85,3642.7
3654.39,3690.56,3599.5,860.98,3643.15
3643.15,3683.89,3632.26,503.29,3664.68
3664.68,3735.17,3647.58,803.75,3719.49
3719.49,3772.52,3702.13,549.8,3756.9
3757,3772,3680.63,461.74,3706.14
3706.02,3735.17,3703.31,333.64,3704.76
3711.95,3744.58,3684.88,394.54,3688.61
3699.73,3713.03,3666.06,299.04,3695.95
3695.77,3720,3675.33,147.74,3699.54
3699.54,3701.44,3646.39,398.91,3662.99
