0.138446,0.138380,0.137105,0.137183,0.136081,0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465
0.138380,0.137105,0.137183,0.136081,0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082
0.137105,0.137183,0.136081,0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361
0.137183,0.136081,0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286
0.136081,0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892
0.137358,0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892,0.137311
0.137209,0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892,0.137311,0.138797
0.139971,0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892,0.137311,0.138797,0.141115
0.141154,0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892,0.137311,0.138797,0.141115,0.140938
0.141427,0.140687,0.144013,0.142549,0.141333,0.141660,0.140324,0.141261,0.141505,0.141455,0.140785,0.140990,0.141916,0.142031,0.142069,0.141729,0.140437,0.139658,0.138385,0.138713,0.140055,0.140723,0.140253,0.140675,0.139891,0.138292,0.136737,0.137767,0.136717,0.137226,0.138491,0.137786,0.138753,0.140130,0.140001,0.139664,0.138554,0.137046,0.137135,0.135977,0.136934,0.136396,0.137092,0.136195,0.134166,0.133626,0.134071,0.134144,0.134469,0.133901,0.135489,0.136413,0.136082,0.138129,0.139165,0.138186,0.138690,0.141141,0.139054,0.138835,0.140153,0.139768,0.140297,0.138641,0.138334,0.138436,0.138647,0.138181,0.139003,0.139454,0.139151,0.139243,0.138769,0.139668,0.141659,0.142848,0.140944,0.139916,0.141271,0.141862,0.142210,0.142821,0.145161,0.147594,0.145292,0.145343,0.146101,0.144571,0.145976,0.145374,0.146465,0.147082,0.148361,0.147286,0.140892,0.137311,0.138797,0.141115,0.140938,0.140569
